,review_id,username,user_image,rating,review_text,thumbs_up_count,review_date,app_version,replied_at,reply_content,lang,app_name
0,c135c481-96ac-4eb8-89e2-c67804f39ad6,Md Dalower,https://play-lh.googleusercontent.com/a/ACg8ocIrQ0teMJa4csA3egd35D2bPaSuiLAJNsYiWnn5ziwOy-vqBQ=mo,5,anek Balu,0,2026-06-06 08:37:01,7.1.0,2026-06-06 08:51:06,"৫ স্টার রেটিং দেওয়ার জন্য অসংখ্য ধন্যবাদ। অনুগ্রহ করে আপনার রিভিউটি বুঝিয়ে বলুন যাতে সঠিক তথ্য দিয়ে সহযোগিতা করতে পারি। এছাড়া আপনার বিকাশ সংক্রান্ত যেকোনো সেবা বা অফার সম্পর্কে জানতে আপনার বিকাশ একাউন্ট নাম্বার সহ আমাদের মেইল করুন support@bkash.com এই ঠিকানায় অথবা ""লাইভ চ্যাট ""  করার জন্য https://www.bkash.com/help/livechat এই লিংকটি ভিজিট করুন।",bn,bKash
1,f8212c12-a6a9-40db-8225-b70d34570986,Bijoy Das,https://play-lh.googleusercontent.com/a/ACg8ocLYqBKD3XnSOq6M700ouEM6ZnvpqDEbNZGXQ0geGuiLJ2a61w=mo,1,টাকার লেনদেন করা যায়,0,2026-06-06 08:05:58,7.2.0,2026-06-06 08:50:17,"আপনার মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ। তবে আমরা আপনার রিভিউ বুঝতে পারিনি। আপনার বিকাশ সংক্রান্ত যেকোনো সেবা বা অফার সম্পর্কে জানতে আমাদের মেইল করুন support@bkash.com এই ঠিকানায় অথবা ""লাইভ চ্যাট "" করুন (https://www.bkash.com/help/livechat)। আপনার যদি বিকাশ অ্যাপটি ভালো লেগে থাকে সেক্ষেত্রে আপনি চাইলে আপনার রেটিংটি পুনর্বিবেচনা করতে পারেন।
",bn,bKash
2,d521d8f8-aca9-48e2-be25-66a0c01e6b88,HIMU SARKAR,https://play-lh.googleusercontent.com/a/ACg8ocI4bzVsAokIMduHtjJVXT4seUDYOAAUuIMx0tKonYRIuxyCWg=mo,5,খুব ভালো সহায়ক ছিল,0,2026-06-05 22:36:36,,2026-06-05 22:47:08,রেটিং দেওয়ার জন্য আপনাকে অসংখ্য ধন্যবাদ। বিকাশ অ্যাপ ব্যবহার করে আপনার ভালো লেগেছে জেনে আমরা আনন্দিত।,bn,bKash
3,4de70d77-d88e-4526-a767-2110ee641b0e,Md Masum,https://play-lh.googleusercontent.com/a/ACg8ocKuzA_ohFUmXz31KJ-DtlgiHWryLIZuM0PSC0twVjpy0zvAPQ=mo,5,best,0,2026-06-05 19:47:48,7.1.0,2026-06-05 19:49:54,Thank you for the great review! We are so happy that you loved our app. Your appreciation & encouraging ratings means a lot to us. Thanks for being with bKash.,bn,bKash
4,d101442c-f679-4fb9-a576-8151a3b42ac2,mdalomgir islam,https://play-lh.googleusercontent.com/a/ACg8ocLP2w20XVfBQgvHLD9pPMvSFWUyrzPqd5Lo2kwy3gpMVnHCyw=mo,5,লক্ষ লক্ষ টাকা লেনদেন হয়েছে আমার লোন দেই না বিকাশ কারণ জানতে পারি,0,2026-06-05 14:58:36,7.2.0,2026-06-05 15:01:43,"লোন সার্ভিসটি বর্তমানে নির্দিষ্ট সংখ্যক গ্রাহকের জন্য চালু করা হয়েছে। বিকাশ একাউন্টে লোন পাবার সম্ভাবনা বাড়াতে একাউন্ট সচল রাখুন এবং একাউন্ট দিয়ে বেশি বেশি লেনদেন করুন। তবে একাউন্টের অধিক ব্যবহার সবসময় লোন পাবার নিশ্চয়তা দেয়না। বিস্তারিত জানতে ক্লিক করুন: https://www.bkash.com/products-services/loan

",bn,bKash
5,70ed5a40-c2b7-4b9d-a6d3-e98fa66310ad,MD Roton,https://play-lh.googleusercontent.com/a/ACg8ocJLLDHxm2H2BwKilNx8lXpRb2FYwluGftvtOBF6Z5_u23Md3g=mo,5,rotonhdkte,0,2026-06-05 02:30:09,,2026-06-05 02:54:19,"Thank you very much for your 5-star review. Please explain your query so that we can provide correct information. For any services or offers related to your bKash account, please email us at support@bkash.com or Contact “Live Chat” by tapping on this link https://www.bkash.com/help/livechat with relevant information and your bKash number.",bn,bKash
6,f0123c3d-1f4f-4318-b63d-73559961655f,Md Nasir Akon,https://play-lh.googleusercontent.com/a-/ALV-UjWbR-MNAgRJ18bo_8fl4BW5AkmXXTIOee9nSPMrPoSr-Rnx6G0,3,কর্মকার পরবিন,0,2026-06-04 21:44:46,7.2.0,2026-06-04 21:52:44,আপনার মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।তবে আমরা আপনার সমস্যাটি বুঝতে পারিনি। আপনাকে অনুরোধ জানাচ্ছি আপনার সমস্যাটি নিয়ে আপনার বিকাশ একাউন্ট নাম্বার সহ আমাদের মেইল করুন support@bkash.com এই ঠিকানায় অথবা “লাইভ চ্যাট “  করার জন্য https://www.bkash.com/help/livechat এই লিংকটি ভিজিট করুন।,bn,bKash
7,0d97d766-771a-4e99-9faa-33aedecd5f1a,mb joy,https://play-lh.googleusercontent.com/a/ACg8ocLQxbpOsI4zd3PNf0YMVorx41hnfui-vCeoQsXOXa_ezQJ6gA=mo,3,আমার অ্যাকাউন্ট যাবো,0,2026-06-04 20:23:12,7.2.0,2026-06-04 20:41:06,আপনার মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।তবে আমরা আপনার সমস্যাটি বুঝতে পারিনি। আপনাকে অনুরোধ জানাচ্ছি আপনার সমস্যাটি নিয়ে আপনার বিকাশ একাউন্ট নাম্বার সহ আমাদের মেইল করুন support@bkash.com এই ঠিকানায় অথবা “লাইভ চ্যাট “  করার জন্য https://www.bkash.com/help/livechat এই লিংকটি ভিজিট করুন।,bn,bKash
8,d43e3509-fded-46cb-95b3-ff241db477fa,MD SAIFUL ISLAM SOHEL RANA,https://play-lh.googleusercontent.com/a/ACg8ocKjftyStKy-0pODZeINKcgyAnjDct6ddATGPCMKnZJWs7OUEA=mo,4,আমি ও আমার অনুমোদিত অ্যাপস ব্যতীত অন্য কেউ না,0,2026-06-04 18:40:19,7.2.0,2026-06-04 18:41:50,"রেটিং দেওয়ার জন্য আপনাকে অসংখ্য ধন্যবাদ। তবে, আপনার রিভিউটি আমাদের কাছে পরিষ্কার নয়। অনুগ্রহ করে আপনার রিভিউটি বুঝিয়ে বলুন যাতে সঠিক তথ্য দিয়ে সহযোগিতা করতে পারি। এছাড়া, আপনার যদি বিকাশ অ্যাপটি ভালো লেগে থাকে সেক্ষেত্রে আপনি চাইলে আপনার রেটিংটি পুনর্বিবেচনা করতে পারেন",bn,bKash
9,94e71774-bc95-44ad-a4fd-18dc2a4f0aa4,Aduri Monira,https://play-lh.googleusercontent.com/a-/ALV-UjW93ooJlL4fKkTxXbuVPWgylgKd-EgRsJAjITCXIMbnLyMLUbw,5,লোন নিবো কিভাবে বাড়াবো কি ভাবে,0,2026-06-04 18:27:20,7.2.0,2026-06-04 18:30:44,লোন সার্ভিসটি বর্তমানে নির্দিষ্ট সংখ্যক গ্রাহকের জন্য চালু করা হয়েছে। আপনি বিকাশ অ্যাপ এর হোম স্ক্রীন এর লোন অপশন থেকে যদি লোন এর ড্যাশবোর্ডটি দেখতে পান সেক্ষেত্রে আপনার একাউন্টটি লোন সার্ভিস এর অন্তর্ভুক্ত। বিস্তারিত জানতে ক্লিক করুন: https://www.bkash.com/products-services/loan,bn,bKash
